level,pair_id,sequence,case,method,scope,query_count,visible_count,invisible_count,finite_count,missing_count,outside_count,accepted,correct,wrong_accepted,invisible_accepted,coverage,correct_visible_rate,wrong_rate,precision,invisible_rate,visible_epe_median,visible_epe_p90,visible_epe_p95,visible_le1_rate,visible_le2_rate
pair,A02_0_illumination_blur,A02,illumination_blur,C_common,C_common_not_correct,42,39,3,36,6,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_0_illumination_blur,A02,illumination_blur,C_production,all_queries,350,347,3,41,309,0,41,41,0,0,0.11714285714285715,0.11815561959654179,0.0,1.0,0.0,0.1932603130507886,1.002610945144788,1.2492131969448026,0.1037463976945245,0.11815561959654179
pair,A02_0_illumination_blur,A02,illumination_blur,C_production,B_failures,83,80,3,41,42,0,41,41,0,0,0.4939759036144578,0.5125,0.0,1.0,0.0,0.1932603130507886,1.002610945144788,1.2492131969448026,0.45,0.5125
pair,A02_0_illumination_blur,A02,illumination_blur,C_production,C_common_not_correct,42,39,3,0,42,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_raw,all_queries,350,347,3,350,0,2,350,347,3,3,1.0,1.0,0.008571428571428572,0.9914285714285714,1.0,0.04661204707280095,0.08819953356551852,0.09245343842787249,1.0,1.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_raw,B_failures,83,80,3,83,0,2,83,80,3,3,1.0,1.0,0.03614457831325301,0.963855421686747,1.0,0.06954218964434017,0.09414646165507054,0.11768092481280834,1.0,1.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_raw,C_common_not_correct,42,39,3,42,0,2,42,39,3,3,1.0,1.0,0.07142857142857142,0.9285714285714286,1.0,0.05581212850129437,0.11841528622437825,0.1677097003338784,1.0,1.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_common,all_queries,350,347,3,350,0,2,347,347,0,0,0.9914285714285714,1.0,0.0,1.0,0.0,0.04661204707280095,0.08819953356551852,0.09245343842787249,1.0,1.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_common,B_failures,83,80,3,83,0,2,80,80,0,0,0.963855421686747,1.0,0.0,1.0,0.0,0.06954218964434017,0.09414646165507054,0.11768092481280834,1.0,1.0
pair,A02_0_illumination_blur,A02,illumination_blur,S_common,C_common_not_correct,42,39,3,42,0,2,39,39,0,0,0.9285714285714286,1.0,0.0,1.0,0.0,0.05581212850129437,0.11841528622437825,0.1677097003338784,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,B,all_queries,350,247,103,73,277,0,73,72,1,0,0.20857142857142857,0.291497975708502,0.002857142857142857,0.9863013698630136,0.0,0.14516010913013858,0.46592777842464256,0.8737683312822261,0.2834008097165992,0.291497975708502
pair,A02_0_outside_occluded,A02,outside_occluded,B,B_failures,277,174,103,0,277,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_0_outside_occluded,A02,outside_occluded,B,C_common_not_correct,113,10,103,0,113,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_0_outside_occluded,A02,outside_occluded,C_raw,all_queries,350,247,103,339,11,5,339,245,94,93,0.9685714285714285,0.9919028340080972,0.26857142857142857,0.7227138643067846,0.9029126213592233,0.12501643089666872,0.3001029326432945,0.5061055539399564,0.979757085020243,0.9919028340080972
pair,A02_0_outside_occluded,A02,outside_occluded,C_raw,B_failures,277,174,103,267,10,5,267,174,93,93,0.9638989169675091,1.0,0.33574007220216606,0.651685393258427,0.9029126213592233,0.1241309411098862,0.23844124622882262,0.40244444014141045,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,C_raw,C_common_not_correct,113,10,103,103,10,5,103,10,93,93,0.911504424778761,1.0,0.8230088495575221,0.0970873786407767,0.9029126213592233,0.18710360099564954,0.2749045804160987,0.33696597365665215,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,C_common,all_queries,350,247,103,339,11,5,237,228,9,9,0.6771428571428572,0.9230769230769231,0.025714285714285714,0.9620253164556962,0.08737864077669903,0.12322889517093027,0.26822339289645014,0.5049490221774077,0.9109311740890689,0.9230769230769231
pair,A02_0_outside_occluded,A02,outside_occluded,C_common,B_failures,277,174,103,267,10,5,173,164,9,9,0.6245487364620939,0.9425287356321839,0.032490974729241874,0.9479768786127167,0.08737864077669903,0.12322889517093027,0.23169558831591824,0.4045863720588091,0.9425287356321839,0.9425287356321839
pair,A02_0_outside_occluded,A02,outside_occluded,C_common,C_common_not_correct,113,10,103,103,10,5,9,0,9,9,0.07964601769911504,0.0,0.07964601769911504,0.0,0.08737864077669903,,,,0.0,0.0
pair,A02_0_outside_occluded,A02,outside_occluded,C_production,all_queries,350,247,103,164,186,0,164,163,1,1,0.4685714285714286,0.659919028340081,0.002857142857142857,0.9939024390243902,0.009708737864077669,0.12276978597780865,0.23314590217329315,0.4059877258089461,0.659919028340081,0.659919028340081
pair,A02_0_outside_occluded,A02,outside_occluded,C_production,B_failures,277,174,103,164,113,0,164,163,1,1,0.592057761732852,0.9367816091954023,0.0036101083032490976,0.9939024390243902,0.009708737864077669,0.12276978597780865,0.23314590217329315,0.4059877258089461,0.9367816091954023,0.9367816091954023
pair,A02_0_outside_occluded,A02,outside_occluded,C_production,C_common_not_correct,113,10,103,1,112,0,1,0,1,1,0.008849557522123894,0.0,0.008849557522123894,0.0,0.009708737864077669,,,,0.0,0.0
pair,A02_0_outside_occluded,A02,outside_occluded,S_raw,all_queries,350,247,103,350,0,12,350,247,103,103,1.0,1.0,0.29428571428571426,0.7057142857142857,1.0,0.0686888869453036,0.12361990236635866,0.16351849271155655,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,S_raw,B_failures,277,174,103,277,0,12,277,174,103,103,1.0,1.0,0.37184115523465705,0.628158844765343,1.0,0.06537655338874798,0.11925123605505819,0.17085472363293164,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,S_raw,C_common_not_correct,113,10,103,113,0,12,113,10,103,103,1.0,1.0,0.911504424778761,0.08849557522123894,1.0,0.1118662503832398,0.13370659889454736,0.14171831929932172,1.0,1.0
pair,A02_0_outside_occluded,A02,outside_occluded,S_common,all_queries,350,247,103,350,0,12,279,246,33,33,0.7971428571428572,0.9959514170040485,0.09428571428571429,0.8817204301075269,0.32038834951456313,0.06849773113302343,0.122932095784439,0.15120799710486676,0.9959514170040485,0.9959514170040485
pair,A02_0_outside_occluded,A02,outside_occluded,S_common,B_failures,277,174,103,277,0,12,206,173,33,33,0.7436823104693141,0.9942528735632183,0.11913357400722022,0.8398058252427184,0.32038834951456313,0.06533113930842495,0.11857318156773744,0.15769390654628315,0.9942528735632183,0.9942528735632183
pair,A02_0_outside_occluded,A02,outside_occluded,S_common,C_common_not_correct,113,10,103,113,0,12,43,10,33,33,0.3805309734513274,1.0,0.2920353982300885,0.23255813953488372,0.32038834951456313,0.1118662503832398,0.13370659889454736,0.14171831929932172,1.0,1.0
pair,A02_50_small,A02,small,B,all_queries,350,350,0,348,2,0,348,348,0,0,0.9942857142857143,0.9942857142857143,0.0,1.0,,0.02398526462008977,0.052961783088937224,0.05986728554038307,0.9942857142857143,0.9942857142857143
pair,A02_50_small,A02,small,B,B_failures,2,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,B,C_common_not_correct,2,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,C_raw,all_queries,350,350,0,350,0,0,350,350,0,0,1.0,1.0,0.0,1.0,,0.0256003066056723,0.04947521562202762,0.06166101857908766,1.0,1.0
pair,A02_50_small,A02,small,C_raw,B_failures,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.026896718365522994,0.0454798572537381,0.04780274961476499,1.0,1.0
pair,A02_50_small,A02,small,C_raw,C_common_not_correct,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.026896718365522994,0.0454798572537381,0.04780274961476499,1.0,1.0
pair,A02_50_small,A02,small,C_common,all_queries,350,350,0,350,0,0,348,348,0,0,0.9942857142857143,0.9942857142857143,0.0,1.0,,0.0256003066056723,0.04919198652164142,0.06173551839125715,0.9942857142857143,0.9942857142857143
pair,A02_50_small,A02,small,C_common,B_failures,2,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,C_common,C_common_not_correct,2,2,0,2,0,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,C_production,all_queries,350,350,0,0,350,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,C_production,B_failures,2,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,C_production,C_common_not_correct,2,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,,,,,,0.0,0.0
pair,A02_50_small,A02,small,S_raw,all_queries,350,350,0,350,0,0,350,350,0,0,1.0,1.0,0.0,1.0,,0.026312338781952636,0.06700129509521287,0.072749338114071,1.0,1.0
pair,A02_50_small,A02,small,S_raw,B_failures,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.0938905738607548,0.110563975232051,0.11264815040346302,1.0,1.0
pair,A02_50_small,A02,small,S_raw,C_common_not_correct,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.0938905738607548,0.110563975232051,0.11264815040346302,1.0,1.0
pair,A02_50_small,A02,small,S_common,all_queries,350,350,0,350,0,0,350,350,0,0,1.0,1.0,0.0,1.0,,0.026312338781952636,0.06700129509521287,0.072749338114071,1.0,1.0
pair,A02_50_small,A02,small,S_common,B_failures,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.0938905738607548,0.110563975232051,0.11264815040346302,1.0,1.0
pair,A02_50_small,A02,small,S_common,C_common_not_correct,2,2,0,2,0,0,2,2,0,0,1.0,1.0,0.0,1.0,,0.0938905738607548,0.110563975232051,0.11264815040346302,1.0,1.0
pair,A02_50_large,A02,large,B,all_queries,350,332,18,32,318,0,32,29,3,0,0.09142857142857143,0.08734939759036145,0.008571428571428572,0.90625,0.0,0.19974994480391922,0.3664809158717795,73.89491634365912,0.08734939759036145,0.08734939759036145
pair,A02_50_large,A02,large,B,B_failures,318,300,18,0,318,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_large,A02,large,B,C_common_not_correct,206,188,18,0,206,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_large,A02,large,C_raw,all_queries,350,332,18,286,64,2,286,153,133,3,0.8171428571428572,0.4608433734939759,0.38,0.534965034965035,0.16666666666666666,0.4296174752487605,160.94480699412102,217.03958020495878,0.4608433734939759,0.4608433734939759
pair,A02_50_large,A02,large,C_raw,B_failures,318,300,18,257,61,2,257,138,119,3,0.8081761006289309,0.46,0.3742138364779874,0.5369649805447471,0.16666666666666666,0.4248255038673079,189.95442726695276,226.22423229125258,0.46,0.46
pair,A02_50_large,A02,large,C_raw,C_common_not_correct,206,188,18,145,61,2,145,26,119,3,0.7038834951456311,0.13829787234042554,0.5776699029126213,0.1793103448275862,0.16666666666666666,98.65216438237027,217.0395802049589,263.1292934325891,0.13829787234042554,0.13829787234042554
pair,A02_50_large,A02,large,C_common,all_queries,350,332,18,286,64,2,127,127,0,0,0.3628571428571429,0.3825301204819277,0.0,1.0,0.0,0.20124644150102342,0.3905850561173602,0.4753120730148981,0.3825301204819277,0.3825301204819277
pair,A02_50_large,A02,large,C_common,B_failures,318,300,18,257,61,2,112,112,0,0,0.3522012578616352,0.37333333333333335,0.0,1.0,0.0,0.2014480405552338,0.3899400166044226,0.4886299264586509,0.37333333333333335,0.37333333333333335
pair,A02_50_large,A02,large,C_common,C_common_not_correct,206,188,18,145,61,2,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_large,A02,large,C_production,all_queries,350,332,18,111,239,0,111,111,0,0,0.3171428571428571,0.33433734939759036,0.0,1.0,0.0,0.20124644150102342,0.39032200465531935,0.48957379177268756,0.33433734939759036,0.33433734939759036
pair,A02_50_large,A02,large,C_production,B_failures,318,300,18,111,207,0,111,111,0,0,0.3490566037735849,0.37,0.0,1.0,0.0,0.20124644150102342,0.39032200465531935,0.48957379177268756,0.37,0.37
pair,A02_50_large,A02,large,C_production,C_common_not_correct,206,188,18,0,206,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_large,A02,large,S_raw,all_queries,350,332,18,350,0,13,350,332,18,18,1.0,1.0,0.05142857142857143,0.9485714285714286,1.0,0.09570991059632661,0.20550587836234394,0.2801577961775442,1.0,1.0
pair,A02_50_large,A02,large,S_raw,B_failures,318,300,18,318,0,13,318,300,18,18,1.0,1.0,0.05660377358490566,0.9433962264150944,1.0,0.09701654243728336,0.22523829416526805,0.29300238815207935,1.0,1.0
pair,A02_50_large,A02,large,S_raw,C_common_not_correct,206,188,18,206,0,13,206,188,18,18,1.0,1.0,0.08737864077669903,0.912621359223301,1.0,0.10592017728363345,0.2582987478918885,0.37897173834816844,1.0,1.0
pair,A02_50_large,A02,large,S_common,all_queries,350,332,18,350,0,13,332,332,0,0,0.9485714285714286,1.0,0.0,1.0,0.0,0.09570991059632661,0.20550587836234394,0.2801577961775442,1.0,1.0
pair,A02_50_large,A02,large,S_common,B_failures,318,300,18,318,0,13,300,300,0,0,0.9433962264150944,1.0,0.0,1.0,0.0,0.09701654243728336,0.22523829416526805,0.29300238815207935,1.0,1.0
pair,A02_50_large,A02,large,S_common,C_common_not_correct,206,188,18,206,0,13,188,188,0,0,0.912621359223301,1.0,0.0,1.0,0.0,0.10592017728363345,0.2582987478918885,0.37897173834816844,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,B,all_queries,350,348,2,277,73,0,277,276,1,0,0.7914285714285715,0.7931034482758621,0.002857142857142857,0.9963898916967509,0.0,0.233902465035455,0.7032762683634204,1.1497799101381272,0.75,0.7931034482758621
pair,A02_50_illumination_blur,A02,illumination_blur,B,B_failures,73,71,2,0,73,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_illumination_blur,A02,illumination_blur,B,C_common_not_correct,29,27,2,0,29,0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,0.0,0.0
pair,A02_50_illumination_blur,A02,illumination_blur,C_raw,all_queries,350,348,2,349,1,0,349,347,2,2,0.9971428571428571,0.9971264367816092,0.005714285714285714,0.994269340974212,1.0,0.17266060595558635,0.517362985687561,0.7484350769121143,0.9655172413793104,0.9971264367816092
pair,A02_50_illumination_blur,A02,illumination_blur,C_raw,B_failures,73,71,2,72,1,0,72,70,2,2,0.9863013698630136,0.9859154929577465,0.0273972602739726,0.9722222222222222,1.0,0.12831018826485552,0.2638735914399082,0.39758834748283134,0.971830985915493,0.9859154929577465
pair,A02_50_illumination_blur,A02,illumination_blur,C_raw,C_common_not_correct,29,27,2,28,1,0,28,26,2,2,0.9655172413793104,0.9629629629629629,0.06896551724137931,0.9285714285714286,1.0,0.16228647859608192,0.2597670195391979,0.34422084420297394,0.9629629629629629,0.9629629629629629
pair,A02_50_illumination_blur,A02,illumination_blur,C_common,all_queries,350,348,2,349,1,0,295,294,1,1,0.8428571428571429,0.8448275862068966,0.002857142857142857,0.9966101694915255,0.5,0.18088302555136332,0.5413936377444564,0.7949264199222776,0.8160919540229885,0.8448275862068966
pair,A02_50_illumination_blur,A02,illumination_blur,C_common,B_failures,73,71,2,72,1,0,45,44,1,1,0.6164383561643836,0.6197183098591549,0.0136986301369863,0.9777777777777777,0.5,0.11389874508470746,0.27518822754289884,0.48560296709085743,0.6056338028169014,0.6197183098591549
pair,A02_50_illumination_blur,A02,illumination_blur,C_common,C_common_not_correct,29,27,2,28,1,0,1,0,1,1,0.034482758620689655,0.0,0.034482758620689655,0.0,0.5,,,,0.0,0.0
pair,A02_50_illumination_blur,A02,illumination_blur,C_production,all_queries,350,348,2,45,305,0,45,44,1,1,0.12857142857142856,0.12643678160919541,0.002857142857142857,0.9777777777777777,0.5,0.11389874508470746,0.27518822754289884,0.48560296709085743,0.1235632183908046,0.12643678160919541
pair,A02_50_illumination_blur,A02,illumination_blur,C_production,B_failures,73,71,2,45,28,0,45,44,1,1,0.6164383561643836,0.6197183098591549,0.0136986301369863,0.9777777777777777,0.5,0.11389874508470746,0.27518822754289884,0.48560296709085743,0.6056338028169014,0.6197183098591549
pair,A02_50_illumination_blur,A02,illumination_blur,C_production,C_common_not_correct,29,27,2,1,28,0,1,0,1,1,0.034482758620689655,0.0,0.034482758620689655,0.0,0.5,,,,0.0,0.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_raw,all_queries,350,348,2,350,0,0,350,348,2,2,1.0,1.0,0.005714285714285714,0.9942857142857143,1.0,0.03547068595443145,0.1208110641664344,0.1478597095943043,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_raw,B_failures,73,71,2,73,0,0,73,71,2,2,1.0,1.0,0.0273972602739726,0.9726027397260274,1.0,0.09617914517487076,0.15929374505024688,0.1684252714750039,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_raw,C_common_not_correct,29,27,2,29,0,0,29,27,2,2,1.0,1.0,0.06896551724137931,0.9310344827586207,1.0,0.0450097915719331,0.09855672897498416,0.111582955642462,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_common,all_queries,350,348,2,350,0,0,348,348,0,0,0.9942857142857143,1.0,0.0,1.0,0.0,0.03547068595443145,0.1208110641664344,0.1478597095943043,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_common,B_failures,73,71,2,73,0,0,71,71,0,0,0.9726027397260274,1.0,0.0,1.0,0.0,0.09617914517487076,0.15929374505024688,0.1684252714750039,1.0,1.0
pair,A02_50_illumination_blur,A02,illumination_blur,S_common,C_common_not_correct,29,27,2,29,0,0,27,27,0,0,0.9310344827586207,1.0,0.0,1.0,0.0,0.0450097915719331,0.09855672897498416,0.111582955642462,1.0,1.0
