record_type,window_id,run_slug,arm,source,feature_id,action_selected_feature_index,action_raw_frame_index,action_timestamp_ns,internal_candidate_birth,internal_candidate_last_survival,internal_identity_evidence,first_published_selected_feature_index,last_published_selected_feature_index,published_selected_feature_indices_json,first_published_raw_frame_index,last_published_raw_frame_index,first_published_timestamp_ns,last_published_timestamp_ns,published_observations,longest_consecutive_published_observations,feature_bag_observations_available_to_backend,backend_replay_received_observations,backend_actual_feature_set_or_residual_use,initializer_triangulation_eligible_by_observation_count,nonlinear_residual_eligible_by_observation_count,publication_termination_evidence,next_output_selected_feature_index,next_output_tracker_learned_count,next_output_pre_gate_sidecars,next_output_final_input_sidecars,next_output_horizon_blocked,next_output_benefit_reason,run_pre_final_sidecars_consuming_budget,run_published_learned_observations,run_pre_final_minus_published,feature_id_collision_in_any_message,baseline_observations_for_donor_id,v2_observations_for_donor_id,baseline_selected_feature_indices_json,v2_selected_feature_indices_json,actual_missing_observations_vs_klt,missing_selected_feature_indices_json,donor_reappeared_after_action,first_reappearance_selected_feature_index,v2_donor_contiguous_after_first_appearance,klt_counterfactual_future_frames_from_action_audit,candidate_observations_added_on_action_frame,notes
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,363,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,83,82,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]",1,[2],True,3,True,82,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,364,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[2],[],1,[2],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,365,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[2],[],1,[2],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,371,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[3],[],1,[3],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,372,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,82,81,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]",1,[3],True,4,True,81,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_splg,gftt,373,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[3],[],1,[3],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
learned_lineage,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,xfeat,10000000,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,4,"[2, 3, 4]",5,9,1542828791986278080,1542828792185715008,3,3,3,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),True,False,final_router_horizon_blocked_aggregate; exact_same_identity=Unknown,5,15,15,15,1,online_seed_ok,50,8,42,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
learned_lineage,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,xfeat,10000001,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,3,"[2, 3]",5,7,1542828791986278080,1542828792085880800,2,2,2,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),True,False,not_republished_despite_aggregate_sidecars; exact_same_identity_and_gate=Unknown,4,15,15,15,0,online_seed_ok,50,8,42,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
learned_lineage,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,xfeat,10000002,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,4,"[2, 3, 4]",5,9,1542828791986278080,1542828792185715008,3,3,3,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),True,False,final_router_horizon_blocked_aggregate; exact_same_identity=Unknown,5,15,15,15,1,online_seed_ok,50,8,42,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,362,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[2],[],1,[2],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,363,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,83,82,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]","[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]",1,[2],True,3,True,82,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,365,2,5,1542828791986278080,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[2],[],1,[2],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,371,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[3],[],1,[3],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,372,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,82,81,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]","[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]",1,[3],True,4,True,81,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,373,3,7,1542828792085880800,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[3],[],1,[3],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,376,4,9,1542828792185715008,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[4],[],1,[4],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A02:0000,a02_0_900,router_xfeat,gftt,377,4,9,1542828792185715008,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,105,104,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108]","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108]",1,[4],True,5,True,104,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
learned_lineage,aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,xfeat,10000000,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,4,"[2, 3, 4]",5,9,1542889046271565680,1542889046471564144,3,3,3,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),True,False,upstream_microburst_no_extend; exact_same_identity=Unknown,5,4,4,0,0,online_seed_microburst_no_extend:online_seed_basic,3,3,0,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
donor_event,aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,gftt,944,2,5,1542889046271565680,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[2],[],1,[2],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,gftt,1086,3,7,1542889046371444368,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[3],[],1,[3],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,aqualoc_archaeology:A09:historical_6000_6800,a09_6000_6800,router_xfeat,gftt,1320,4,9,1542889046471564144,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,1,0,[4],[],1,[4],False,,True,0,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
learned_lineage,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,xfeat,10000000,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,2,[2],4,4,1494876660116016699,1494876660116016699,1,1,1,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),False,False,no_learned_track_at_next_output; exact_internal_termination=Unknown,3,0,0,0,0,disabled,2,2,0,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
learned_lineage,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,xfeat,10000001,,,,Unknown (per-ID internal state not instrumented),Unknown (per-ID internal state not instrumented),Only aggregate tracker/source-provenance counts exist after the final published frame,2,2,[2],4,4,1494876660116016699,1494876660116016699,1,1,1,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),False,False,no_learned_track_at_next_output; exact_internal_termination=Unknown,3,0,0,0,0,disabled,2,2,0,False,,,,,,,,,,,,"Processed-frame age is not lineage lifetime. Published IDs are exact bag observations. The locked backend accepts all received IDs, can triangulate >=2-observation tracks during initialization, and requires >=4 stored observations for nonlinear visual residuals."
donor_event,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,gftt,487,2,4,1494876660116016699,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,2,1,"[2, 3]",[3],1,[2],True,3,True,1,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
donor_event,afrl:bus_outside:0004,afrl_bus_s180_d045,router_xfeat,gftt,500,2,4,1494876660116016699,,,,,,,,,,,,,,Unknown (no per-ID backend receipt; containing feature message was replayed in 3/3 completed backend runs),Unknown (locked backend has no per-ID feature-set/residual receipt),,,,,,,,,,,,,False,4,3,"[2, 3, 4, 5]","[3, 4, 5]",1,[2],True,3,True,3,1,"Future KLT visibility is an offline counterfactual, not online information. Missing count is computed from the actual fresh-KLT and v2 bags."
