schema_version,queue_index,run_id,allocated_at,window_id,dataset_family,sequence,window_start,window_end,window_unit,texture_stratum,selection_tier,arm,frontend_seed,backend_replay,tag,command_sha256,command_source,expected_run_root,expected_feature_bag,status,queue_lock_hash,outcome_boundary
isj-p07-frontend-run-allocation-v1,11,isj-nativeq-v3_P07_ntnu-fjord_6_45-90_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0001,ntnu,fjord_6,45,90,second,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_ntnu_fjord_6_0001_p_attempt01,19b57112674a8a28bb4ead90c0e7acec6903fe98d931d526be220528e30ccc53,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=11,logs/ntnu_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,12,isj-nativeq-v3_P07_ntnu-fjord_6_45-90_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0001,ntnu,fjord_6,45,90,second,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_ntnu_fjord_6_0001_b1_attempt01,f6a4f2bd71fd5f369e5c33a75edeaad943291ea12df2d055022c6d068cf8513b,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=12,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,13,isj-nativeq-v3_P07_aqualoc_harbor-H06_0-900_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H06:0000,aqualoc_harbor,H06,0,900,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_harbor_h06_0000_b1_attempt01,2bd559beaf400a7c7c96c6e42d0743941bf8b2e81f79881001593a709d067517,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=13,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,14,isj-nativeq-v3_P07_aqualoc_harbor-H06_0-900_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H06:0000,aqualoc_harbor,H06,0,900,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_harbor_h06_0000_m_attempt01,5c677a820a09537a09d68206e74441010f5ca490da7ffabdaad6760a4bdb7130,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=14,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h06_0000_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,15,isj-nativeq-v3_P07_aqualoc_harbor-H06_0-900_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H06:0000,aqualoc_harbor,H06,0,900,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_harbor_h06_0000_p_attempt01,ccf39e560328e23c5419fa0201867f21af1951bc976bbeaa4aedec9eae18244d,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=15,logs/aqualoc_real_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,16,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90,135,second,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,0,b00,isj_p07_ntnu_fjord_6_0002_b1_attempt01,8bd3d76d1a5f86710bdc1595ddc8a39955a18db77b30889ba8c28e90b6d010fe,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=16,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,17,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90,135,second,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_ntnu_fjord_6_0002_p_attempt01,fb2cdc96177bbfa06d97ae5a97737c2de0cd68babb5421d6d10d69b90aec43cd,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=17,logs/ntnu_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,18,isj-nativeq-v3_P07_ntnu-fjord_6_90-135_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0002,ntnu,fjord_6,90,135,second,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_ntnu_fjord_6_0002_m_attempt01,130ddb5478fab628def6db688fd9994b0066b6daf7d2b023f62d95b4bd54e9d1,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=18,logs/ntnu_vins,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,19,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,900,1800,frame,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a03_0001_p_attempt01,fa6a061a43586802cc3ec44e86c5eab4f1d51ab6b788a3005775fdc670a53fbd,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=19,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,20,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,900,1800,frame,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a03_0001_m_attempt01,811c288dd04319108a63f10d30c898850b039699205caf35080bf3cdc709bdf0,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=20,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,21,isj-nativeq-v3_P07_aqualoc_archaeology-A03_900-1800_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A03:0001,aqualoc_archaeology,A03,900,1800,frame,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01,466bdada140670ef7ff816aa1613d3ab0ffeb7672d382e69a813c24c0c83f53b,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=21,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,22,isj-nativeq-v3_P07_ntnu-fjord_6_135-180_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0003,ntnu,fjord_6,135,180,second,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_ntnu_fjord_6_0003_m_attempt01,85c3dfb8463d37f7aebda7c4d655458e05a661713713e2ebcc2e0c150773bb72,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=22,logs/ntnu_vins,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0003_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,23,isj-nativeq-v3_P07_ntnu-fjord_6_135-180_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0003,ntnu,fjord_6,135,180,second,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_ntnu_fjord_6_0003_p_attempt01,a0f59e1600e0c97b2428ccb730a3b18322eca22a8cc67d62a37834bb2b427960,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=23,logs/ntnu_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,24,isj-nativeq-v3_P07_ntnu-fjord_6_135-180_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,ntnu:fjord_6:0003,ntnu,fjord_6,135,180,second,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,0,b00,isj_p07_ntnu_fjord_6_0003_b1_attempt01,26050bae072550b70b5676394e7c07e415d34979a90c04d597f523be2964d702,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=24,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,25,isj-nativeq-v3_P07_aqualoc_harbor-H01_0-900_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H01:0000,aqualoc_harbor,H01,0,900,frame,normal,STRICT_NORMAL,B1_klt_nativeq_v3,0,b00,isj_p07_aqualoc_harbor_h01_0000_b1_attempt01,91c9656764175be303fcda4873ede1cbff1d6880e0d6278be74c0dd553de8109,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=25,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,26,isj-nativeq-v3_P07_aqualoc_harbor-H01_0-900_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H01:0000,aqualoc_harbor,H01,0,900,frame,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_harbor_h01_0000_m_attempt01,a39cfec60e30e84d3e2f3349f339382a4f9f141706082a17d5985e84877f6e1d,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=26,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h01_0000_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,27,isj-nativeq-v3_P07_aqualoc_harbor-H01_0-900_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_harbor:H01:0000,aqualoc_harbor,H01,0,900,frame,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_harbor_h01_0000_p_attempt01,af95c97f04e3fbb2e5694ec1039aafbfa9f6f2c4f309be8abbec946d6e01a603,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=27,logs/aqualoc_real_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,28,isj-nativeq-v3_P07_afrl-bus_outside_45-90_B1_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,afrl:bus_outside:0001,afrl,bus_outside,45,90,second,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,0,b00,isj_p07_afrl_bus_outside_0001_b1_attempt01,3fe5b0e07b3d237e7b7baa4ce40ed4120a396613ed508e8d329d912107b411bd,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=28,logs/afrl_cave_v31,logs/afrl_cave_v31/external_klt_every2_isj_p07_afrl_bus_outside_0001_b1_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,29,isj-nativeq-v3_P07_afrl-bus_outside_45-90_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,afrl:bus_outside:0001,afrl,bus_outside,45,90,second,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_afrl_bus_outside_0001_p_attempt01,39cb0d011a7cdb94820dfb752b526d3c382e27946a0f71191c711f011bb77d08,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=29,logs/afrl_cave_v31,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,30,isj-nativeq-v3_P07_afrl-bus_outside_45-90_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,afrl:bus_outside:0001,afrl,bus_outside,45,90,second,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_afrl_bus_outside_0001_m_attempt01,6d934a456773a543520789e51bb135adbda54b897f341b23c3599839f28bba0c,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=30,logs/afrl_cave_v31,logs/afrl_cave_v31/external_xfeat_every2_isj_p07_afrl_bus_outside_0001_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,31,isj-nativeq-v3_P07_aqualoc_archaeology-A10_11700-12600_P_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0013,aqualoc_archaeology,A10,11700,12600,frame,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,0,b00,isj_p07_aqualoc_archaeology_a10_0013_p_attempt01,bf3887e4316950217e4a2e2e20927b72d85e8d6a6eef109762850add9740a8b8,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=31,logs/aqualoc_archaeo_vins,,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-run-allocation-v1,32,isj-nativeq-v3_P07_aqualoc_archaeology-A10_11700-12600_M_f0_b00_20260806T084500Z,2026-08-06T16:45:00+08:00,aqualoc_archaeology:A10:0013,aqualoc_archaeology,A10,11700,12600,frame,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,0,b00,isj_p07_aqualoc_archaeology_a10_0013_m_attempt01,e9137fa4831870da51aae31b0bf22e2a1382f70dfbb806306399f9cb38b0ac3e,papers/ieee_sensors_journal_experiments/p07/frontend_export_queue_v1.csv#queue_index=32,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a10_0013_m_attempt01/features.bag,PLANNED,23095fffe3474d3c85fd809c94b0bf4cd0094aa8bbc083b65dd1a4cc950144eb,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
