schema_version,queue_index,assignment_rank,arm_order_position,window_id,dataset_family,data_domain,sequence,texture_stratum,selection_tier,arm,tag,command,command_sha256,expected_run_root,expected_feature_bag,feature_bag_resolution,dependency,status,outcome_boundary
isj-p07-frontend-export-queue-v1,11,4,3,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_ntnu_fjord_6_0001_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_ntnu_fjord_6_0001_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh ntnu fjord_6 45 45 hybrid_xfeat 2,19b57112674a8a28bb4ead90c0e7acec6903fe98d931d526be220528e30ccc53,logs/ntnu_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,12,4,4,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_ntnu_fjord_6_0001_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_ntnu_fjord_6_0001_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh ntnu fjord_6 45 45 2,f6a4f2bd71fd5f369e5c33a75edeaad943291ea12df2d055022c6d068cf8513b,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0001_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,13,5,2,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_harbor_h06_0000_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h06_0000_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_harbor H06 0 900 2,2bd559beaf400a7c7c96c6e42d0743941bf8b2e81f79881001593a709d067517,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h06_0000_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,14,5,3,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_harbor_h06_0000_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h06_0000_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_harbor H06 0 900 2,5c677a820a09537a09d68206e74441010f5ca490da7ffabdaad6760a4bdb7130,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h06_0000_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,15,5,4,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_harbor_h06_0000_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_harbor_h06_0000_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_real H06 0 900 hybrid_xfeat 2,ccf39e560328e23c5419fa0201867f21af1951bc976bbeaa4aedec9eae18244d,logs/aqualoc_real_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,16,6,1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,isj_p07_ntnu_fjord_6_0002_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_ntnu_fjord_6_0002_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh ntnu fjord_6 90 45 2,8bd3d76d1a5f86710bdc1595ddc8a39955a18db77b30889ba8c28e90b6d010fe,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0002_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,17,6,2,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_ntnu_fjord_6_0002_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_ntnu_fjord_6_0002_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh ntnu fjord_6 90 45 hybrid_xfeat 2,fb2cdc96177bbfa06d97ae5a97737c2de0cd68babb5421d6d10d69b90aec43cd,logs/ntnu_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,18,6,4,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,isj_p07_ntnu_fjord_6_0002_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_ntnu_fjord_6_0002_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh ntnu fjord_6 90 45 2,130ddb5478fab628def6db688fd9994b0066b6daf7d2b023f62d95b4bd54e9d1,logs/ntnu_vins,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0002_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,19,7,1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a03_0001_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a03_0001_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 3 900 1800 hybrid_xfeat 2,fa6a061a43586802cc3ec44e86c5eab4f1d51ab6b788a3005775fdc670a53fbd,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,20,7,2,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a03_0001_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a03_0001_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 3 900 1800 2,811c288dd04319108a63f10d30c898850b039699205caf35080bf3cdc709bdf0,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a03_0001_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,21,7,3,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A03 900 1800 2,466bdada140670ef7ff816aa1613d3ab0ffeb7672d382e69a813c24c0c83f53b,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a03_0001_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,22,8,1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,isj_p07_ntnu_fjord_6_0003_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_ntnu_fjord_6_0003_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh ntnu fjord_6 135 45 2,85c3dfb8463d37f7aebda7c4d655458e05a661713713e2ebcc2e0c150773bb72,logs/ntnu_vins,logs/ntnu_vins/external_xfeat_every2_isj_p07_ntnu_fjord_6_0003_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,23,8,3,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_ntnu_fjord_6_0003_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_ntnu_fjord_6_0003_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh ntnu fjord_6 135 45 hybrid_xfeat 2,a0f59e1600e0c97b2428ccb730a3b18322eca22a8cc67d62a37834bb2b427960,logs/ntnu_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,24,8,4,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,isj_p07_ntnu_fjord_6_0003_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_ntnu_fjord_6_0003_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh ntnu fjord_6 135 45 2,26050bae072550b70b5676394e7c07e415d34979a90c04d597f523be2964d702,logs/ntnu_vins,logs/ntnu_vins/external_klt_every2_isj_p07_ntnu_fjord_6_0003_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,25,9,2,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,B1_klt_nativeq_v3,isj_p07_aqualoc_harbor_h01_0000_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h01_0000_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_harbor H01 0 900 2,91c9656764175be303fcda4873ede1cbff1d6880e0d6278be74c0dd553de8109,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_klt_every2_isj_p07_aqualoc_harbor_h01_0000_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,26,9,3,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_harbor_h01_0000_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h01_0000_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_harbor H01 0 900 2,a39cfec60e30e84d3e2f3349f339382a4f9f141706082a17d5985e84877f6e1d,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h01_0000_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,27,9,4,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_harbor_h01_0000_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_harbor_h01_0000_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_real H01 0 900 hybrid_xfeat 2,af95c97f04e3fbb2e5694ec1039aafbfa9f6f2c4f309be8abbec946d6e01a603,logs/aqualoc_real_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,28,10,1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,B1_klt_nativeq_v3,isj_p07_afrl_bus_outside_0001_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_afrl_bus_outside_0001_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh afrl bus_outside 45 45 2,3fe5b0e07b3d237e7b7baa4ce40ed4120a396613ed508e8d329d912107b411bd,logs/afrl_cave_v31,logs/afrl_cave_v31/external_klt_every2_isj_p07_afrl_bus_outside_0001_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,29,10,2,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_afrl_bus_outside_0001_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_afrl_bus_outside_0001_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh afrl_dataset bus_outside 45 45 hybrid_xfeat 2,39cb0d011a7cdb94820dfb752b526d3c382e27946a0f71191c711f011bb77d08,logs/afrl_cave_v31,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,30,10,4,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,M_xfeat_pairwise_nativeq_v1,isj_p07_afrl_bus_outside_0001_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_afrl_bus_outside_0001_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh afrl bus_outside 45 45 2,6d934a456773a543520789e51bb135adbda54b897f341b23c3599839f28bba0c,logs/afrl_cave_v31,logs/afrl_cave_v31/external_xfeat_every2_isj_p07_afrl_bus_outside_0001_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,31,11,1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,P_legacy_nativeq_xfeat_seedchain_v3,isj_p07_aqualoc_archaeology_a10_0013_p_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG_BASE=isj_p07_aqualoc_archaeology_a10_0013_p_attempt01 bash scripts/run_isj_nativeq_contract_guarded_v4.sh aqualoc_archaeo 10 11700 12600 hybrid_xfeat 2,bf3887e4316950217e4a2e2e20927b72d85e8d6a6eef109762850add9740a8b8,logs/aqualoc_archaeo_vins,,READ_FINAL_RUN_FROM_ARBITRATION_SUMMARY_UNDER_TAG_BASE,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,32,11,2,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_archaeology_a10_0013_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a10_0013_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_archaeology 10 11700 12600 2,e9137fa4831870da51aae31b0bf22e2a1382f70dfbb806306399f9cb38b0ac3e,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_xfeat_every2_isj_p07_aqualoc_archaeology_a10_0013_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,33,11,3,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,B1_klt_nativeq_v3,isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01 bash scripts/run_isj_b1_klt_nativeq_guarded_v1.sh aqualoc_archaeology A10 11700 12600 2,7cbe0bc36179fa55b9586f3b19667903fe01af98d491624ab9902ccc02fdad60,logs/aqualoc_archaeo_vins,logs/aqualoc_archaeo_vins/external_klt_every2_isj_p07_aqualoc_archaeology_a10_0013_b1_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
isj-p07-frontend-export-queue-v1,34,12,1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,M_xfeat_pairwise_nativeq_v1,isj_p07_aqualoc_harbor_h02_0007_m_attempt01,RUN_VINS=0 FORCE_EXPORT=1 TAG=isj_p07_aqualoc_harbor_h02_0007_m_attempt01 bash scripts/run_p05_modern_xfeat_baseline_guarded_v2.sh aqualoc_harbor H02 6300 7200 2,de2df46891ed45f39f4f271b578cc7a94181ed05e67dde3ca3ff5816ed44971d,logs/aqualoc_real_vins,logs/aqualoc_real_vins/external_xfeat_every2_isj_p07_aqualoc_harbor_h02_0007_m_attempt01/features.bag,EXACT_PATH,NONE,PLANNED,FRONTEND_EXPORT_ONLY_NO_VINS_APE_RPE_TRAJECTORY
