schema_version,protocol_version,window_id,dataset_family,data_domain,sequence,texture_stratum,selection_tier,assignment_rank,pattern_id,order_position,arm,arm_role,applicability,applicability_rule,dependency,algorithmic_replay_slots,scientific_unit,counterbalanced,outcome_boundary
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H05:0002,aqualoc_harbor,AQUALOC harbor,H05,normal,STRICT_NORMAL,3,2,1,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H05:0002,aqualoc_harbor,AQUALOC harbor,H05,normal,STRICT_NORMAL,3,2,2,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H05:0002,aqualoc_harbor,AQUALOC harbor,H05,normal,STRICT_NORMAL,3,2,3,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H05:0002,aqualoc_harbor,AQUALOC harbor,H05,normal,STRICT_NORMAL,3,2,4,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H05:0002,aqualoc_harbor,AQUALOC harbor,H05,normal,STRICT_NORMAL,3,2,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,4,3,1,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,4,3,2,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,4,3,3,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,4,3,4,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0001,ntnu,NTNU underwater VI,fjord_6,normal,STRICT_NORMAL,4,3,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,5,0,1,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,5,0,2,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,5,0,3,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,5,0,4,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H06:0000,aqualoc_harbor,AQUALOC harbor,H06,normal,STRICT_NORMAL,5,0,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,6,1,1,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,6,1,2,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,6,1,3,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,6,1,4,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0002,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,6,1,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,7,2,1,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,7,2,2,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,7,2,3,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,7,2,4,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A03:0001,aqualoc_archaeology,AQUALOC archaeology,A03,low,RELATIVE_Q80_FALLBACK,7,2,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,8,3,1,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,8,3,2,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,8,3,3,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,8,3,4,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,ntnu:fjord_6:0003,ntnu,NTNU underwater VI,fjord_6,low,ABSOLUTE_LOW,8,3,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,9,0,1,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,9,0,2,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,9,0,3,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,9,0,4,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H01:0000,aqualoc_harbor,AQUALOC harbor,H01,normal,STRICT_NORMAL,9,0,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,10,1,1,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,10,1,2,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,10,1,3,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,10,1,4,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,afrl:bus_outside:0001,afrl,AFRL stereo VI,bus_outside,low,ABSOLUTE_LOW,10,1,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,11,2,1,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,11,2,2,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,11,2,3,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,11,2,4,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0013,aqualoc_archaeology,AQUALOC archaeology,A10,low,RELATIVE_Q80_FALLBACK,11,2,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,12,3,1,M_xfeat_pairwise_nativeq_v1,controlled_modern_xfeat_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,12,3,2,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,12,3,3,P_legacy_nativeq_xfeat_seedchain_v3,proposed_gated_persistent_frontend,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,12,3,4,B1_klt_nativeq_v3,strong_external_klt_baseline,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_harbor:H02:0007,aqualoc_harbor,AQUALOC harbor,H02,low,RELATIVE_Q80_FALLBACK,12,3,5,D_legacy_exact_lineage_drop_v3,conditional_direct_backend_exposure_ablation,PENDING_APPLICABILITY,accepted_learned_born_lineage_count>0,P_EXPORT_THEN_EXACT_WHOLE_LINEAGE_DROP_AUDIT,3,sequence_not_replay,false,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
isj-arm-order-nativeq-v3-v1,isj-nativeq-v3-confirmatory-protocol-v1,aqualoc_archaeology:A10:0007,aqualoc_archaeology,AQUALOC archaeology,A10,normal,STRICT_NORMAL,13,0,1,B0_native_vins_origin_v1,native_vins_reference,REQUIRED,ALWAYS,NONE,3,sequence_not_replay,true,FROZEN_BEFORE_HELD_OUT_LEARNED_OR_TRAJECTORY_OUTCOME
